ranking,npsn,nama_sekolah,provinsi,kab_kota,jenis,akreditasi,indeks_sekolah,kuota_eligible
1,20623314,MAN INSAN CENDEKIA SERPONG,BANTEN,KOTA TANGERANG SELATAN,MA,A,100.0,0.4
2,20532145,SMA KATOLIK ST.LOUIS 1,JAWA TIMUR,KOTA SURABAYA,SMA,A,99.98,0.4
3,69978389,SMA PRADITA DIRGANTARA,JAWA TENGAH,KAB. BOYOLALI,SMA,A,99.97,0.4
4,69941723,MAN INSAN CENDEKIA PEKALONGAN,JAWA TENGAH,KOTA PEKALONGAN,MA,A,99.95,0.4
5,20102568,SMAN 8 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.94,0.4
6,20107313,SMA LABSCHOOL KEBAYORAN,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.92,0.4
7,20100170,SMAS KANISIUS JAKARTA,DKI JAKARTA,KOTA JAKARTA PUSAT,SMA,A,99.91,0.4
8,20101622,SMAN 2 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,A,99.89,0.4
9,20219730,SMAS BPK 1 PENABUR BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,A,99.88,0.4
10,20100199,SMAN 68 JAKARTA,DKI JAKARTA,KOTA JAKARTA PUSAT,SMA,A,99.86,0.4
11,20403161,SMAN 8 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,A,99.85,0.4
12,10263538,SMAS UNGGUL DEL,SUMATERA UTARA,KAB. TOBA,SMA,A,99.83,0.4
13,20403174,SMAN 1 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,A,99.82,0.4
14,20107319,SMAN 28 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.8,0.4
15,20403178,SMAN 3 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,A,99.79,0.4
16,20103301,SMAN 81 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.77,0.4
17,20100601,SMAS KRISTEN 5 BPK PENABUR,DKI JAKARTA,KOTA JAKARTA UTARA,SMA,A,99.76,0.4
18,20401146,SMAN 1 GODEAN,DI YOGYAKARTA,KAB. SLEMAN,SMA,A,99.74,0.4
19,20580050,MAN 2 KOTA MALANG,JAWA TIMUR,KOTA MALANG,MA,A,99.73,0.4
20,69975889,MAN INSAN CENDEKIA KOTA BATAM,KEPULAUAN RIAU,KOTA BATAM,MA,A,99.71,0.4
21,20403171,SMAN 6 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,A,99.7,0.4
22,20103283,SMAN 21 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.68,0.4
23,20103307,SMAN 61 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.67,0.4
24,30315142,SMAN BANUA KAL SEL,KALIMANTAN SELATAN,KAB. BANJAR,SMA,A,99.65,0.4
25,20603357,SMAS KRISTEN BPK PENABUR GADING SERPONG,BANTEN,KAB. TANGERANG,SMA,A,99.64,0.4
26,20102214,SMAN 34 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.62,0.4
27,20103314,SMAN 48 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.61,0.4
28,20328915,SMAS KOLESE LOYOLA,JAWA TENGAH,KOTA SEMARANG,SMA,A,99.59,0.4
29,20279931,SMAS AL-IRSYAD SATYA,JAWA BARAT,KAB. BANDUNG BARAT,SMA,A,99.58,0.4
30,20108383,SMAS SANTA URSULA,DKI JAKARTA,KOTA JAKARTA PUSAT,SMA,A,99.56,0.4
31,69856916,SMA IGNATIUS GLOBAL SCHOOL (IGS) PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,SMA,A,99.55,0.4
32,20101588,SMAN 78 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,A,99.53,0.4
33,20219263,SMAS ALLOYSIUS 1,JAWA BARAT,KOTA BANDUNG,SMA,A,99.52,0.4
34,20247147,SMAS PESANTREN UNGGUL AL BAYAN,JAWA BARAT,KAB. SUKABUMI,SMA,A,99.5,0.4
35,60728785,MAN Insan Cendekia Gorontalo,GORONTALO,KAB. BONE BOLANGO,MA,A,99.49,0.4
36,20102193,SMAN 47 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.47,0.4
37,10507942,MAN INSAN CENDEKIA JAMBI,JAMBI,KAB. MUARO JAMBI,MA,A,99.46,0.4
38,20102218,SMAN 26 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.44,0.4
39,20103223,SMAS LABSCHOOL JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.43,0.4
40,69978962,MAN INSAN CENDEKIA PASURUAN,JAWA TIMUR,KAB. PASURUAN,MA,A,99.41,0.4
41,20401145,SMAN 1 KALASAN,DI YOGYAKARTA,KAB. SLEMAN,SMA,A,99.4,0.4
42,20401124,SMAN 1 SLEMAN,DI YOGYAKARTA,KAB. SLEMAN,SMA,A,99.38,0.4
43,20220343,SMAS REGINA PACIS,JAWA BARAT,KOTA BOGOR,SMA,A,99.37,0.4
44,20402126,SMAN 1 WONOSARI,DI YOGYAKARTA,KAB. GUNUNG KIDUL,SMA,A,99.35,0.4
45,20103303,SMAN 71 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.34,0.4
46,20103285,SMAN 12 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.32,0.4
47,20101589,SMAN 65 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,A,99.31,0.4
48,20532248,SMAN 5 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,A,99.29,0.4
49,60724799,SMAS DARMA YUDHA,RIAU,KOTA PEKANBARU,SMA,A,99.28,0.4
50,69983368,MAN INSAN CENDEKIA PADANG PARIAMAN,SUMATERA BARAT,KAB. PADANG PARIAMAN,MA,A,99.26,0.4
51,20401156,SMAS KOLESE DE BRITTO DEPOK,DI YOGYAKARTA,KAB. SLEMAN,SMA,A,99.25,0.4
52,20253599,SMAS PENABUR,JAWA BARAT,KOTA BEKASI,SMA,A,99.23,0.4
53,20102212,SMAN 38 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.22,0.4
54,20102592,SMAN 49 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,99.2,0.4
55,20401161,SMAN 1 DEPOK,DI YOGYAKARTA,KAB. SLEMAN,SMA,A,99.19,0.4
56,20403170,SMAN 7 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,A,99.17,0.4
57,20403375,MAN 1 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,MA,A,99.16,0.4
58,20103296,SMAN 39 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.14,0.4
59,20403180,SMAN 5 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,A,99.13,0.4
60,20400405,SMA NEGERI 1 BANTUL,DI YOGYAKARTA,KAB. BANTUL,SMA,A,99.11,0.4
61,69941607,MAN Insan Cendekia Oki,SUMATERA SELATAN,KAB. OGAN KOMERING ILIR,MA,A,99.1,0.4
62,10310903,SMAN 1 SUMATERA BARAT,SUMATERA BARAT,KOTA PADANG PANJANG,SMA,A,99.08,0.4
63,20533654,SMAS K KOLESE ST YUSUP,JAWA TIMUR,KOTA MALANG,SMA,A,99.07,0.4
64,20403162,SMAN 9 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,A,99.05,0.4
65,20402794,SMA NEGERI 1 WATES,DI YOGYAKARTA,KAB. KULON PROGO,SMA,A,99.04,0.4
66,20219327,SMAN 3 BANDUNG,JAWA BARAT,KOTA BANDUNG,SMA,A,99.02,0.4
67,20103256,SMAN 99 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,99.01,0.4
68,69986890,SMA UNGGULAN CT ARSA FOUNDATION SUKOHARJO,JAWA TENGAH,KAB. SUKOHARJO,SMA,A,98.99,0.4
69,20607991,SMA ISLAM NURUL FIKRI,BANTEN,KAB. SERANG,SMA,A,98.98,0.4
70,10603858,SMA NEGERI 17 PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,SMA,A,98.96,0.4
71,20102570,SMAN 70 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,98.95,0.4
72,20103284,SMAN 14 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,98.93,0.4
73,20107299,SMAS GONZAGA JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,98.92,0.4
74,20400373,SMA NEGERI 1 SANDEN,DI YOGYAKARTA,KAB. BANTUL,SMA,A,98.9,0.4
75,10303461,SMAN 1 PADANG,SUMATERA BARAT,KOTA PADANG,SMA,A,98.89,0.4
76,69760753,SMAS IT IBNU ABBAS,JAWA TENGAH,KAB. KLATEN,SMA,A,98.87,0.4
77,69873999,SMA KRISTEN PENABUR KOTA WISATA,JAWA BARAT,KAB. BOGOR,SMA,A,98.86,0.4
78,69949652,SMA Muhammadiyah Program Khusus Kottabarat Surakarta,JAWA TENGAH,KOTA SURAKARTA,SMA,A,98.84,0.4
79,20258396,SMAS IT AS-SYIFA BOARDING SCHOOL,JAWA BARAT,KAB. SUBANG,SMA,A,98.83,0.4
80,20219728,SMAS BPK 2 PENABUR,JAWA BARAT,KOTA BANDUNG,SMA,A,98.81,0.4
81,20606507,SMAS UPH COLLEGE,BANTEN,KAB. TANGERANG,SMA,A,98.8,0.4
82,10303611,SMAN 1 PADANG PANJANG,SUMATERA BARAT,KOTA PADANG PANJANG,SMA,A,98.78,0.4
83,20307644,SMAS PANGUDI LUHUR VAN LITH,JAWA TENGAH,KAB. MAGELANG,SMA,A,98.77,0.4
84,20101623,SMAN 19 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,A,98.75,0.4
85,20327563,SMAN 1 MAGELANG,JAWA TENGAH,KOTA MAGELANG,SMA,A,98.74,0.4
86,20306202,SMAN 1 PURWOREJO,JAWA TENGAH,KAB. PURWOREJO,SMA,A,98.72,0.4
87,20100806,SMAN 13 JAKARTA,DKI JAKARTA,KOTA JAKARTA UTARA,SMA,A,98.71,0.4
88,20615025,SMAS PENABUR BINTARO,BANTEN,KOTA TANGERANG SELATAN,SMA,A,98.69,0.4
89,20277085,MAS ZAKARIA,JAWA BARAT,KOTA BANDUNG,MA,A,98.68,0.4
90,20219266,SMAS ST ANGELA,JAWA BARAT,KOTA BANDUNG,SMA,A,98.66,0.4
91,69976494,MAN INSAN CENDEKIA TANAH LAUT,KALIMANTAN SELATAN,KAB. TANAH LAUT,MA,A,98.65,0.4
92,20307641,SMAS TARUNA NUSANTARA,JAWA TENGAH,KAB. MAGELANG,SMA,A,98.63,0.4
93,20328447,SMAN 1 SALATIGA,JAWA TENGAH,KOTA SALATIGA,SMA,A,98.62,0.4
94,20219269,SMAS TARUNA BAKTI,JAWA BARAT,KOTA BANDUNG,SMA,A,98.6,0.4
95,69978966,MAN INSAN CENDEKIA LOMBOK TIMUR,NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,MA,A,98.59,0.4
96,20103292,SMAN 103 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,A,98.57,0.4
97,20107304,SMAS ISLAM AL-AZHAR 1 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,98.56,0.4
98,10259371,SMAS METHODIST 3 MEDAN,SUMATERA UTARA,KOTA MEDAN,SMA,A,98.54,0.4
99,20238524,SMK-SMAK BOGOR,JAWA BARAT,KOTA BOGOR,SMK,A,98.53,0.4
100,20102571,SMAN 66 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,A,98.51,0.4
101,20102563,SMAN 90 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,98.5,0.25
102,20401130,SMAN 1 MLATI,DI YOGYAKARTA,KAB. SLEMAN,SMA,B,98.48,0.25
103,20363082,MAN 2 KUDUS,JAWA TENGAH,KAB. KUDUS,MA,B,98.47,0.25
104,20533660,SMAN 1,JAWA TIMUR,KOTA MALANG,SMA,B,98.45,0.25
105,20101626,SMAN 112 JAKARTA,DKI JAKARTA,KOTA JAKARTA BARAT,SMA,B,98.44,0.25
106,20103309,SMAN 58 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,98.42,0.25
107,20103278,SMAN 91 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,98.41,0.25
108,69941598,MAN INSAN CENDEKIA SIAK,RIAU,KAB. SIAK,MA,B,98.39,0.25
109,20265518,SMAS ALFA CENTAURI,JAWA BARAT,KOTA BANDUNG,SMA,B,98.38,0.25
110,20327966,SMAN 1 SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,SMA,B,98.36,0.25
111,20102575,SMAN 55 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,98.35,0.25
112,20223075,SMAS MARSUDIRINI,JAWA BARAT,KOTA BEKASI,SMA,B,98.33,0.25
113,20503414,SMA NEGERI 2 JOMBANG,JAWA TIMUR,KAB. JOMBANG,SMA,B,98.32,0.25
114,20328895,SMA NEGERI 03,JAWA TENGAH,KOTA SEMARANG,SMA,B,98.3,0.25
115,69941830,MAN INSAN CENDEKIA PASER,KALIMANTAN TIMUR,KAB. PASER,MA,B,98.29,0.25
116,20320392,SMA SEDES SAPIENTIAE JAMBU,JAWA TENGAH,KAB. SEMARANG,SMA,B,98.27,0.25
117,20103310,SMAN 54 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,98.26,0.25
118,20100216,SMAN 1 JAKARTA,DKI JAKARTA,KOTA JAKARTA PUSAT,SMA,B,98.24,0.25
119,10648016,SMAN SUMATERA SELATAN,SUMATERA SELATAN,KOTA PALEMBANG,SMA,B,98.23,0.25
120,20252852,SMAS AL KAHFI,JAWA BARAT,KAB. BOGOR,SMA,B,98.21,0.25
121,20532087,SMAS SANTA MARIA,JAWA TIMUR,KOTA SURABAYA,SMA,B,98.2,0.25
122,20534388,SMAN 2 KEDIRI,JAWA TIMUR,KOTA KEDIRI,SMA,B,98.18,0.25
123,20229157,SMAS ISLAM TERPADU NURUL FIKRI,JAWA BARAT,KOTA DEPOK,SMA,B,98.17,0.25
124,20307712,SMAN 1 MUNTILAN,JAWA TENGAH,KAB. MAGELANG,SMA,B,98.15,0.25
125,20309676,SMAN 1 KLATEN,JAWA TENGAH,KAB. KLATEN,SMA,B,98.14,0.25
126,10210923,SMAS SANTO THOMAS 1 MEDAN,SUMATERA UTARA,KOTA MEDAN,SMA,B,98.12,0.25
127,10498812,MAN 2 PEKANBARU,RIAU,KOTA PEKANBARU,MA,B,98.11,0.25
128,10210848,SMAS SUTOMO 1,SUMATERA UTARA,KOTA MEDAN,SMA,B,98.09,0.25
129,69775444,SMAS IT UMMUL QURO,JAWA BARAT,KOTA BOGOR,SMA,B,98.08,0.25
130,69857710,SMA TRENSAINS TEBUIRENG,JAWA TIMUR,KAB. JOMBANG,SMA,B,98.06,0.25
131,20103306,SMAN 62 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,98.05,0.25
132,20533665,SMAN 3,JAWA TIMUR,KOTA MALANG,SMA,B,98.03,0.25
133,20341603,SMAS AL IRSYAD AL ISLAMIYYAH,JAWA TENGAH,KAB. BANYUMAS,SMA,B,98.02,0.25
134,10211691,SMAS BUDI MULIA,SUMATERA UTARA,KOTA PEMATANGSIANTAR,SMA,B,98.0,0.25
135,20103304,SMAN 67 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,97.99,0.25
136,20317494,SMAN 1 KUDUS,JAWA TENGAH,KAB. KUDUS,SMA,B,97.97,0.25
137,20103298,SMAN 44 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,97.96,0.25
138,10307523,SMAN 1 BUKITTINGGI,SUMATERA BARAT,KOTA BUKITTINGGI,SMA,B,97.94,0.25
139,69983967,MAN INSAN CENDEKIA GOWA,SULAWESI SELATAN,KAB. GOWA,MA,B,97.93,0.25
140,20401127,SMAN 1 PAKEM,DI YOGYAKARTA,KAB. SLEMAN,SMA,B,97.91,0.25
141,20102574,SMAN 6 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,97.9,0.25
142,20402778,SMA NEGERI 2 WATES,DI YOGYAKARTA,KAB. KULON PROGO,SMA,B,97.88,0.25
143,20327987,SMAS REGINA PACIS SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,SMA,B,97.87,0.25
144,20403145,SMAS STELLA DUCE 1,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,B,97.85,0.25
145,20177932,MAN 4 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,MA,B,97.84,0.25
146,20327564,SMAN 3 MAGELANG,JAWA TENGAH,KOTA MAGELANG,SMA,B,97.82,0.25
147,10304887,SMA NEGERI AGAM CENDEKIA,SUMATERA BARAT,KAB. AGAM,SMA,B,97.81,0.25
148,20532237,SMAN 15 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,97.79,0.25
149,20532230,SMAN 2 SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,97.78,0.25
150,20401132,SMAN 2 NGAGLIK,DI YOGYAKARTA,KAB. SLEMAN,SMA,B,97.76,0.25
151,20580045,MAN 2 Kota Kediri,JAWA TIMUR,KOTA KEDIRI,MA,B,97.75,0.25
152,20613477,SMAN 2 KOTA TANGERANG SELATAN,BANTEN,KOTA TANGERANG SELATAN,SMA,B,97.73,0.25
153,20330921,SMA TRENSAINS MUHAMMADIYAH SRAGEN,JAWA TENGAH,KAB. SRAGEN,SMA,B,97.72,0.25
154,20327969,SMAN 4 SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,SMA,B,97.7,0.25
155,20400406,SMA NEGERI 1 BANGUNTAPAN,DI YOGYAKARTA,KAB. BANTUL,SMA,B,97.69,0.25
156,10303462,SMAN 10 PADANG,SUMATERA BARAT,KOTA PADANG,SMA,B,97.67,0.25
157,10100170,SMA NEGERI MODAL BANGSA,ACEH,KAB. ACEH BESAR,SMA,B,97.66,0.25
158,20200691,SMAN 2 CIBINONG,JAWA BARAT,KAB. BOGOR,SMA,B,97.64,0.25
159,20329517,SMA Negeri 1 Pekalongan,JAWA TENGAH,KOTA PEKALONGAN,SMA,B,97.63,0.25
160,30105064,SMAS KRISTEN IMMANUEL,KALIMANTAN BARAT,KOTA PONTIANAK,SMA,B,97.61,0.25
161,10208520,SMAN 2 BALIGE,SUMATERA UTARA,KAB. TOBA,SMA,B,97.6,0.25
162,20328912,SMA SEMESTA,JAWA TENGAH,KOTA SEMARANG,SMA,B,97.58,0.25
163,20220342,SMAN 1 BOGOR,JAWA BARAT,KOTA BOGOR,SMA,B,97.57,0.25
164,20312200,SMAN 1 KARANGANYAR,JAWA TENGAH,KAB. KARANGANYAR,SMA,B,97.55,0.25
165,20254358,SMAS GLOBAL MANDIRI,JAWA BARAT,KAB. BOGOR,SMA,B,97.54,0.25
166,20103257,SMAN 98 JAKARTA,DKI JAKARTA,KOTA JAKARTA TIMUR,SMA,B,97.52,0.25
167,20339021,SMA NEGERI 1 PATI,JAWA TENGAH,KAB. PATI,SMA,B,97.51,0.25
168,10609651,SMA KUSUMA BANGSA PALEMBANG,SUMATERA SELATAN,KOTA PALEMBANG,SMA,B,97.49,0.25
169,20302182,SMAN 1 PURWOKERTO,JAWA TENGAH,KAB. BANYUMAS,SMA,B,97.48,0.25
170,69765089,SMAS ISLAM ATHIRAH,SULAWESI SELATAN,KAB. BONE,SMA,B,97.46,0.25
171,20327970,SMAN 5 SURAKARTA,JAWA TENGAH,KOTA SURAKARTA,SMA,B,97.45,0.25
172,20102216,SMAN 3 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,97.43,0.25
173,20231283,SMAS BUNDA HATI KUDUS,JAWA BARAT,KAB. BOGOR,SMA,B,97.42,0.25
174,20517739,SMAN 1 LAWANG,JAWA TIMUR,KAB. MALANG,SMA,B,97.4,0.25
175,20102219,SMAN 109 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,97.39,0.25
176,20321438,SMA NEGERI 1 TEMANGGUNG,JAWA TENGAH,KAB. TEMANGGUNG,SMA,B,97.37,0.25
177,20403176,SMAN 11 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,B,97.36,0.25
178,40320336,SMAS ZION,SULAWESI SELATAN,KOTA MAKASSAR,SMA,B,97.34,0.25
179,20549721,SMAS AL HIKMAH SURABAYA,JAWA TIMUR,KOTA SURABAYA,SMA,B,97.33,0.25
180,20308449,SMAN 1 BOYOLALI,JAWA TENGAH,KAB. BOYOLALI,SMA,B,97.31,0.25
181,20534124,SMAN 2 MADIUN,JAWA TIMUR,KOTA MADIUN,SMA,B,97.3,0.25
182,20403177,SMAN 2 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,B,97.28,0.25
183,20306807,SMA NEGERI 1 WONOSOBO,JAWA TENGAH,KAB. WONOSOBO,SMA,B,97.27,0.25
184,20328896,SMA NEGERI 02,JAWA TENGAH,KOTA SEMARANG,SMA,B,97.25,0.25
185,20107277,SMAS AL IZHAR JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,97.24,0.25
186,69756117,SMAS AL - AZHAR MANDIRI PALU,SULAWESI TENGAH,KOTA PALU,SMA,B,97.22,0.25
187,20102217,SMAN 29 JAKARTA,DKI JAKARTA,KOTA JAKARTA SELATAN,SMA,B,97.21,0.25
188,20222365,SMAN 2 CIREBON,JAWA BARAT,KOTA CIREBON,SMA,B,97.19,0.25
189,69989336,SMA BUDI CENDEKIA ISLAMIC SCHOOL,JAWA BARAT,KOTA DEPOK,SMA,B,97.18,0.25
190,69975824,MAN INSAN CENDEKIA KOTA KENDARI,SULAWESI TENGGARA,KOTA KENDARI,MA,B,97.16,0.25
191,20403179,SMAN 4 YOGYAKARTA,DI YOGYAKARTA,KOTA YOGYAKARTA,SMA,B,97.15,0.25
192,20246430,SMAS ISLAM DIAN DIDAKTIKA,JAWA BARAT,KOTA DEPOK,SMA,B,97.13,0.25
193,10210836,SMAS SUTOMO 2,SUMATERA UTARA,KOTA MEDAN,SMA,B,97.12,0.25
194,20504500,SMAN 1 BOJONEGORO,JAWA TIMUR,KAB. BOJONEGORO,SMA,B,97.1,0.25
